age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,score
31,1,F,African-American,Male,3,15,1
53,1,F,African-American,Male,2,7,1
30,1,F,African-American,Female,15,-1,0
58,0,F,African-American,Male,0,2,1
20,0,F,Other,Male,0,1,1
54,0,F,Other,Female,2,0,1
29,0,F,Other,Male,1,0,1
45,1,F,Other,Male,6,241,1
52,0,M,Other,Male,0,0,1
44,1,M,African-American,Male,19,17,0
41,0,F,African-American,Male,6,6,1
43,0,M,African-American,Male,5,14,1
38,1,F,Other,Male,2,7,1
25,0,F,African-American,Female,1,13,1
33,0,M,Other,Male,0,0,1
33,0,M,African-American,Male,2,0,1
36,0,F,Other,Male,5,0,1
33,1,F,African-American,Male,18,0,0
38,1,M,African-American,Male,37,30,1
34,0,M,African-American,Female,1,1,1
27,0,M,Other,Male,0,2,0
27,0,F,African-American,Male,3,12,1
31,1,M,Other,Male,3,0,1
26,1,M,Other,Male,9,1,1
33,0,F,Other,Male,3,0,1
33,0,M,African-American,Female,3,1,1
42,1,F,Other,Male,2,0,1
24,1,F,Other,Male,8,35,0
55,0,M,Other,Female,0,0,1
26,0,F,Other,Male,8,2,1
24,1,F,African-American,Male,6,1,0
50,1,M,African-American,Male,2,0,1
37,0,M,Other,Male,0,0,1
53,0,M,Other,Female,1,0,1
53,0,F,Other,Male,1,1,1
26,1,F,African-American,Male,10,1,0
36,1,M,African-American,Male,0,0,1
24,0,M,African-American,Female,0,1,1
39,0,F,Other,Male,0,0,1
25,0,F,African-American,Male,2,1,1
27,0,F,Other,Male,6,1,1
21,0,F,African-American,Male,0,1,0
45,0,M,African-American,Male,1,0,1
28,0,F,African-American,Male,5,1,0
23,1,F,African-American,Male,3,0,0
26,0,M,Other,Female,3,0,1
45,0,M,Other,Male,0,1,1
37,1,F,Other,Female,7,6,1
20,1,F,Other,Male,0,0,1
20,0,F,Other,Male,4,0,0
40,0,F,African-American,Male,1,1,1
32,0,F,Other,Male,2,0,1
20,1,F,African-American,Male,0,1,1
25,0,F,Other,Male,2,0,1
23,1,M,African-American,Male,2,1,1
43,0,M,Other,Male,0,0,1
27,1,F,African-American,Male,3,0,0
33,0,F,Other,Male,2,1,1
31,1,F,African-American,Male,1,-1,0
30,0,M,Other,Male,1,35,1
27,1,F,African-American,Male,0,9,1
28,1,F,Other,Male,1,4,1
43,1,F,Other,Male,1,64,1
22,0,F,Other,Male,1,1,1
24,1,M,Other,Male,3,8,0
31,1,M,Other,Male,4,26,1
24,0,F,African-American,Male,0,1,0
24,1,F,African-American,Male,2,10,1
34,0,F,Other,Female,5,1,1
29,1,F,African-American,Male,8,13,0
23,0,F,Other,Male,10,70,1
53,0,F,Other,Male,0,0,1
24,1,F,Other,Male,0,1,1
30,1,F,Other,Female,3,0,1
42,0,F,Other,Male,8,1,1
24,0,F,African-American,Male,0,1,1
27,1,F,African-American,Male,6,0,0
37,0,M,Other,Male,1,0,1
34,0,F,African-American,Male,0,2,1
35,0,F,Other,Male,1,2,1
36,1,F,African-American,Male,13,2,0
23,1,M,African-American,Male,1,27,1
30,1,F,African-American,Female,11,6,1
36,1,M,African-American,Male,5,1,1
57,0,M,Other,Male,0,109,1
51,1,M,Other,Male,6,18,1
48,0,M,African-American,Male,0,1,1
30,0,M,African-American,Male,2,5,1
24,0,F,African-American,Female,0,0,1
22,0,F,African-American,Male,2,1,0
52,0,F,Other,Female,0,0,1
37,1,M,African-American,Male,12,0,0
33,0,M,Other,Male,2,4,1
59,0,M,Other,Male,0,1,1
32,0,M,African-American,Male,0,1,1
36,0,F,Other,Female,3,25,1
27,1,F,African-American,Male,18,0,0
26,1,F,African-American,Female,4,0,0
74,0,M,Other,Female,0,0,1
30,1,F,Other,Male,0,0,1
43,1,M,Other,Male,6,0,1
33,0,M,African-American,Male,2,1,1
37,0,F,Other,Male,9,2,1
22,0,F,Other,Male,1,8,1
41,0,M,Other,Male,2,1,1
27,1,F,African-American,Male,21,35,1
62,0,M,Other,Male,0,1,1
27,0,M,African-American,Female,0,0,1
28,1,F,African-American,Male,8,20,0
57,0,F,Other,Male,0,27,1
26,0,F,Other,Male,0,0,1
31,0,M,African-American,Male,7,1,1
24,1,F,African-American,Male,7,0,1
48,0,M,Other,Female,0,0,1
22,1,F,African-American,Male,1,4,0
